customer_id,Predicted_Churn,Churn_Probability,Risk_Level
8623-ULFNQ,No,0.35620074980387506,Low Risk
8380-PEFPE,Yes,0.6503363181999877,Medium Risk
5687-DKDTV,No,0.1687323751832141,Low Risk
1568-LJSZU,No,0.015200189148069124,Low Risk
7530-HDYDS,No,0.21730012759105077,Low Risk
7789-HKSBS,No,0.30011122708757804,Low Risk
7416-CKTEP,No,0.006146817480442064,Low Risk
2586-CWXVV,No,0.09651482030221836,Low Risk
3096-IZETN,No,0.49948293605463523,Medium Risk
2348-KCJLT,No,0.03981031535012253,Low Risk
8401-EMUWF,No,0.12060220311187356,Low Risk
4193-IBKSW,No,0.002488205479915932,Low Risk
5377-NDTOU,No,0.00978736329725428,Low Risk
5922-ABDVO,Yes,0.5352156048745653,Medium Risk
2474-LCNUE,No,0.3294065626531508,Low Risk
0839-QNXME,No,0.014053929470977682,Low Risk
3506-OVLKD,No,0.030412685552439915,Low Risk
9172-ANCRX,Yes,0.71711184486048,High Risk
6650-VJONK,No,0.4293624727219599,Medium Risk
2178-PMGCJ,No,0.4576511471477612,Medium Risk
7492-TAFJD,No,0.07822159944750169,Low Risk
2773-MADBQ,No,0.04052985070698386,Low Risk
6016-LVTJQ,No,0.039620100042844,Low Risk
7860-KSUGX,No,0.00576207625245697,Low Risk
8966-KZXXA,No,0.012331137412018588,Low Risk
6910-HADCM,Yes,0.6026547925978947,Medium Risk
4816-LXZYW,Yes,0.5567985251215449,Medium Risk
9606-PBKBQ,Yes,0.6373696406920266,Medium Risk
5149-QYTTU,No,0.038845157744771465,Low Risk
2070-XYMFH,Yes,0.5587235409487565,Medium Risk
2085-BOJKI,No,0.42861315889554996,Medium Risk
0817-HSUSE,Yes,0.524501687494861,Medium Risk
5442-PPTJY,No,0.02963492956090168,Low Risk
1927-QEWMY,No,0.0020567102355686048,Low Risk
1663-MHLHE,No,0.19615679469894448,Low Risk
5663-QBGIS,No,0.07458547838767335,Low Risk
4450-MDZFX,No,0.14514247222632226,Low Risk
6701-DHKWQ,No,0.011614761923510826,Low Risk
7554-AKDQF,No,0.3080661212053034,Low Risk
3536-IQCTX,Yes,0.5475204075725688,Medium Risk
4911-BANWH,No,0.4441535397547577,Medium Risk
8496-EJAUI,No,0.42633467185872365,Medium Risk
0794-YVSGE,No,0.0016972563287894415,Low Risk
5423-BHIXO,No,0.26686222749127875,Low Risk
6908-VVYHM,No,0.3344105737014417,Low Risk
2959-EEXWB,No,0.15696582299482928,Low Risk
1839-UMACK,No,0.03183202741380749,Low Risk
3030-YDNRM,Yes,0.7157849358282442,High Risk
7321-KKSDU,No,0.01159705888988382,Low Risk
3402-XRIUO,No,0.18004994068820265,Low Risk
3132-TVFDZ,No,0.26494571571215647,Low Risk
8286-AFUYI,No,0.33650326045953194,Low Risk
8080-DDEMJ,No,0.4620720419368176,Medium Risk
8356-WUAOJ,Yes,0.5189453600581722,Medium Risk
6365-MTGZX,Yes,0.5558142942803208,Medium Risk
1349-WXNGG,No,0.18226381867270802,Low Risk
8058-DMYRU,No,0.44417171510467623,Medium Risk
9350-ZXYJC,No,0.084067515511211,Low Risk
6990-YNRIO,No,0.03946920876323067,Low Risk
8958-JPTRR,No,0.017210284366358936,Low Risk
6959-GQEGV,No,0.18845872223571172,Low Risk
3173-WSSUE,No,0.001725626448180742,Low Risk
1265-HVPZB,No,0.02202660019423495,Low Risk
4115-UMJFQ,No,0.02706015703873742,Low Risk
7369-TRPFD,No,0.04895849534624254,Low Risk
1098-KFQEC,No,0.003633780392957449,Low Risk
7190-XHTWJ,No,0.02066089025789192,Low Risk
0621-TWIEM,No,0.4230844031931672,Medium Risk
3537-RYBHH,No,0.0998751822209471,Low Risk
2485-ITVKB,Yes,0.693280381505519,Medium Risk
3669-OYSJI,No,0.3251800508548689,Low Risk
1612-EOHDH,No,0.4208494389097202,Medium Risk
6702-OHFWR,Yes,0.6948147623457942,Medium Risk
5296-BFCYD,No,0.008964739433253316,Low Risk
4510-PYUSH,No,0.09673937838606357,Low Risk
9359-JANWS,No,0.005138574526810479,Low Risk
7517-SAWMO,No,0.4712570949356202,Medium Risk
4143-HHPMK,No,0.3323032977940812,Low Risk
3279-DYZQM,No,0.001945281917249584,Low Risk
7054-LGEQW,No,0.34418166812192197,Low Risk
0523-VNGTF,No,0.1630455766218828,Low Risk
9575-IWCAZ,No,0.11445907172908609,Low Risk
7105-MXJLL,No,0.12862590115799258,Low Risk
7064-FRRSW,No,0.39524596681995455,Low Risk
7940-UQQUG,No,0.10333627846982602,Low Risk
0923-PNFUB,Yes,0.618851335319939,Medium Risk
3961-SXAXY,No,0.4284118586895436,Medium Risk
7010-BRBUU,No,0.0024303816033506087,Low Risk
3566-HJGPK,No,0.43946334480447713,Medium Risk
3062-ICYZQ,No,0.28249437445744,Low Risk
9938-PRCVK,No,0.007099801724956863,Low Risk
0973-KYVNF,No,0.007983342539751461,Low Risk
5129-HHMZC,No,0.0248134382534242,Low Risk
9637-CDTKZ,No,0.05204253215808487,Low Risk
3946-JEWRQ,No,0.31061894096219905,Low Risk
7873-CVMAW,No,0.011193659380056547,Low Risk
0463-WZZKO,No,0.22056886406770018,Low Risk
3494-JCHRQ,Yes,0.7055744080177284,High Risk
6474-FVJLC,Yes,0.7912295944858975,High Risk
4524-QCSSM,No,0.24313060256608413,Low Risk
5832-EXGTT,No,0.16025815047274394,Low Risk
8840-DQLGN,No,0.3211448376347598,Low Risk
2039-JONDJ,No,0.04788832274400511,Low Risk
7217-JYHOQ,No,0.11009146218464397,Low Risk
6695-FRVEC,No,0.005620878532658991,Low Risk
4547-LYTDD,Yes,0.5768986481311733,Medium Risk
9894-QMIMJ,No,0.07845937004802518,Low Risk
8069-YQQAJ,No,0.39083621510903727,Low Risk
6770-XUAGN,No,0.27141517767192036,Low Risk
4193-ORFCL,No,0.3813977649158011,Low Risk
1636-NTNCO,Yes,0.6230217519058409,Medium Risk
3466-WAESX,No,0.3208346472385696,Low Risk
9281-PKKZE,No,0.32323466055428796,Low Risk
3638-VBZTA,No,0.014346395427627548,Low Risk
7459-IMVYU,No,0.09051951938720201,Low Risk
7776-QWNFX,No,0.18771352399270652,Low Risk
6689-TCZHQ,Yes,0.6757485752222,Medium Risk
8563-OYMQY,No,0.4971544219250378,Medium Risk
0754-EEBDC,No,0.04205191817209313,Low Risk
5777-ZPQNC,No,0.086991208001084,Low Risk
1951-IEYXM,No,0.012958850285849756,Low Risk
3318-NMQXL,Yes,0.7718067564731841,High Risk
3143-ILDAL,No,0.31222575110416356,Low Risk
1022-RKXDR,No,0.035005591124805634,Low Risk
2361-FJWNO,No,0.04312355950188315,Low Risk
2272-UOINI,No,0.3452779224515437,Low Risk
8232-UTFOZ,No,0.002368766225076795,Low Risk
3750-YHRYO,No,0.0677879084023347,Low Risk
6637-KYRCV,Yes,0.513831045982318,Medium Risk
5668-MEISB,No,0.02026415292650687,Low Risk
0129-QMPDR,No,0.017188541445350636,Low Risk
7188-CBBBA,No,0.1947631440111467,Low Risk
5356-CSVSQ,No,0.4375032838598733,Medium Risk
3221-CJMSG,No,0.16501995907200329,Low Risk
4720-VSTSI,No,0.31668026550808087,Low Risk
3219-JQRSL,No,0.012728375047866216,Low Risk
2801-NISEI,No,0.12290749642349856,Low Risk
3946-MHCZW,No,0.3405959107112541,Low Risk
4623-ZKHLY,No,0.1105163536214398,Low Risk
6732-VAILE,No,0.019222814224595604,Low Risk
8201-AAXCB,No,0.2875285075716764,Low Risk
7696-CFTAT,No,0.00871076160218371,Low Risk
1845-CSBRZ,No,0.4769969982172709,Medium Risk
2123-VSCOT,No,0.021156736544986836,Low Risk
6651-AZVTJ,Yes,0.5086748886966422,Medium Risk
4566-GOLUK,No,0.3509968082973745,Low Risk
2484-DGXPZ,No,0.06571587726162091,Low Risk
2018-QKYGT,Yes,0.7057296157836449,High Risk
2792-VPPET,No,0.30090136095198267,Low Risk
7409-JURKQ,No,0.19293902577511063,Low Risk
3247-MHJKM,No,0.1931150870934319,Low Risk
1964-SVLEA,No,0.06714564291265439,Low Risk
4587-NUKOX,Yes,0.5511463754547187,Medium Risk
7297-DVYGA,No,0.01506379086093211,Low Risk
2239-CGBUZ,No,0.02120385731555265,Low Risk
0854-UYHZD,No,0.027732144834837488,Low Risk
7243-LCGGZ,No,0.18767467445064104,Low Risk
8267-KFGYD,No,0.21468551100088293,Low Risk
4890-VMUAV,No,0.020437840152453667,Low Risk
9261-WDCAF,No,0.3902551802264191,Low Risk
3764-MNMOI,No,0.00691916885131796,Low Risk
7442-YGZFK,No,0.48900623029235185,Medium Risk
0420-BWTPW,No,0.3571491951379723,Low Risk
8229-BUJHX,No,0.0017823969951105366,Low Risk
7449-HVPIV,No,0.2967309055115677,Low Risk
5504-WSIUR,No,0.06949664578719524,Low Risk
8183-ONMXC,Yes,0.6584505649418085,Medium Risk
8466-PZBLH,No,0.03607202171250966,Low Risk
9614-RMGHA,No,0.25077753409701803,Low Risk
8735-IJJEG,No,0.22289689978129856,Low Risk
0564-MUUQK,No,0.4525037619053487,Medium Risk
5054-IEXZT,Yes,0.6147588908754106,Medium Risk
5834-ASPWA,Yes,0.7601027354145355,High Risk
0701-RFGFI,No,0.4003906167915701,Medium Risk
0019-EFAEP,No,0.047526416863629004,Low Risk
5619-PTMIK,No,0.10588961229070515,Low Risk
3737-XBQDD,No,0.4622377804754453,Medium Risk
5882-CMAZQ,No,0.33882669572741375,Low Risk
5846-QFDFI,No,0.1995088471763325,Low Risk
4445-KWOKW,No,0.05247022031806458,Low Risk
3511-APPBJ,No,0.2954405131288968,Low Risk
7967-HYCDE,No,0.46523789433066354,Medium Risk
2430-RRYUW,No,0.01696276822296741,Low Risk
3948-XHGNA,No,0.1643424772046335,Low Risk
3723-BFBGR,No,0.20815845083639678,Low Risk
0565-IYCGT,No,0.02282924892408481,Low Risk
5447-WZAFP,No,0.19762081545722796,Low Risk
5110-CHOPY,No,0.03304920057276011,Low Risk
5445-UTODQ,Yes,0.7074492520852137,High Risk
4425-OWHWB,No,0.06041289445011392,Low Risk
7892-QVYKW,Yes,0.5175450766369568,Medium Risk
9675-ICXCT,No,0.014790536432246022,Low Risk
1024-VRZHF,Yes,0.7001480078812071,High Risk
4703-MQYKT,No,0.02379355474121923,Low Risk
9497-QCMMS,Yes,0.8554935759145869,High Risk
5692-ICXLW,Yes,0.6102656978842396,Medium Risk
0602-DDUML,No,0.013155755920038533,Low Risk
2208-MPXIO,No,0.008493011432034814,Low Risk
1960-UYCNN,Yes,0.714974376059346,High Risk
0348-SDKOL,No,0.3270212557370097,Low Risk
3190-FZATL,No,0.094965375099296,Low Risk
7336-RLLRH,No,0.09942799436659192,Low Risk
4373-MAVJG,Yes,0.5473480404481016,Medium Risk
8901-HJXTF,No,0.28376421662006013,Low Risk
7710-JSYOA,No,0.04309576756689266,Low Risk
5419-KLXBN,No,0.3940594607703886,Low Risk
3424-NMNBO,No,0.2658249539417077,Low Risk
9885-MFVSU,No,0.03491921263611777,Low Risk
4514-GFCFI,Yes,0.7390417458245304,High Risk
0607-MVMGC,No,0.07597628230661402,Low Risk
3365-SAIGS,Yes,0.5983101608936403,Medium Risk
9828-AOQLM,No,0.460038913066672,Medium Risk
8022-BECSI,No,0.043018850181797214,Low Risk
8000-REIQB,Yes,0.730825346122912,High Risk
9993-LHIEB,No,0.006401244675856279,Low Risk
0266-CLZKZ,No,0.0684971766052584,Low Risk
7615-ESMYF,Yes,0.6635387227926235,Medium Risk
3858-VOBET,Yes,0.6038713610641258,Medium Risk
7020-OZKXZ,No,0.4720840687981231,Medium Risk
3977-QCRSL,No,0.1635044510457993,Low Risk
0017-DINOC,No,0.014352803354829888,Low Risk
1447-PJGGA,No,0.15326646578887462,Low Risk
8565-CLBZW,Yes,0.5862996713863871,Medium Risk
9139-WQQDY,No,0.1811224866260248,Low Risk
0224-HJAPT,No,0.47111112044009096,Medium Risk
8086-OVPWV,Yes,0.7438174392935172,High Risk
9430-FRQOC,Yes,0.5150906122071084,Medium Risk
7639-OPLNG,No,0.010323908780973536,Low Risk
3074-GQWYX,Yes,0.6506893497043295,Medium Risk
1492-QGCLU,No,0.09862001530663406,Low Risk
6845-RGTYS,No,0.3667951698533507,Low Risk
7328-OWMOM,No,0.020237404155936528,Low Risk
4418-LZMSV,No,0.12352065398572425,Low Risk
5155-AZQPB,No,0.16777806753210595,Low Risk
8861-HGGKB,Yes,0.6630599715519759,Medium Risk
1087-GRUYI,No,0.010242587200208583,Low Risk
7065-YUNRY,No,0.4353140712051367,Medium Risk
7694-VLBWQ,No,0.1985329997657564,Low Risk
2546-KZAAT,No,0.057244779617053466,Low Risk
0181-RITDD,No,0.030879273143560235,Low Risk
5989-PGKJB,Yes,0.5987065395444127,Medium Risk
4795-KTRTH,Yes,0.7253195633696036,High Risk
8272-ONJLV,No,0.4709776998088317,Medium Risk
1488-PBLJN,No,0.04393122601943457,Low Risk
0308-GIQJT,No,0.1045418026653968,Low Risk
3778-FOAQW,No,0.038841112722172534,Low Risk
4452-ROHMO,No,0.030988101587799466,Low Risk
6481-OGDOO,No,0.06997025807431866,Low Risk
3090-LETTY,No,0.21946649677442162,Low Risk
5349-AZPEW,No,0.3898654059053415,Low Risk
3753-TSEMP,Yes,0.6389944916129708,Medium Risk
8305-VHZBZ,No,0.2576926869486341,Low Risk
9720-JJJOR,No,0.03454613003841,Low Risk
8100-HZZLJ,No,0.1142934890983716,Low Risk
8775-ERLNB,Yes,0.7248313651516693,High Risk
8309-IEYJD,Yes,0.6629119338732244,Medium Risk
9172-JITSM,Yes,0.5827032947601408,Medium Risk
6298-QDFNH,Yes,0.5768164135586862,Medium Risk
7398-HPYZQ,No,0.011996954796445811,Low Risk
3546-GHEAE,No,0.04532028152885893,Low Risk
7361-YPXFS,No,0.14095490939552963,Low Risk
6557-BZXLQ,Yes,0.528896509916062,Medium Risk
2550-QHZGP,No,0.08305833275443225,Low Risk
7519-JTWQH,No,0.07492919742581289,Low Risk
2538-OIMXF,No,0.4303896927691865,Medium Risk
8543-MSDMF,No,0.48490014340303705,Medium Risk
9961-JBNMK,Yes,0.6075041293389762,Medium Risk
1170-SASML,No,0.17249170595949684,Low Risk
4872-JCVCA,No,0.006890929858722709,Low Risk
5346-BZCHP,No,0.002094502835599864,Low Risk
2038-LLMLM,No,0.4816639967409517,Medium Risk
6173-ITPWD,No,0.30906067939504295,Low Risk
9734-UYXQI,Yes,0.5784570659922887,Medium Risk
1216-BGTSP,No,0.32669344335800304,Low Risk
4138-NAXED,No,0.1964165150997764,Low Risk
2189-UXTKY,No,0.3407296163166338,Low Risk
0744-BIKKF,No,0.011565602961945903,Low Risk
7483-IQWIB,No,0.4857388715922601,Medium Risk
5248-KWLAR,No,0.013870112741134172,Low Risk
4958-GZWIY,No,0.3211038870945476,Low Risk
7996-MHXLW,No,0.005538585724798283,Low Risk
7833-PKIHD,No,0.03773107849328848,Low Risk
7061-OVMIM,No,0.022646389050637813,Low Risk
5153-RTHKF,No,0.48879932999236236,Medium Risk
1852-QSWCD,No,0.0054911285550818065,Low Risk
4832-VRBMR,No,0.23140314242327528,Low Risk
9079-LWTFD,No,0.17226710128110315,Low Risk
6356-ELRKD,Yes,0.7029135020634841,High Risk
8624-GIOUT,No,0.07959753189885543,Low Risk
3392-EHMNK,No,0.031160427373957567,Low Risk
5986-WWXDV,No,0.015067426559083706,Low Risk
3061-BCKYI,No,0.11635118981555895,Low Risk
6179-GJPSO,No,0.24946115877480451,Low Risk
7901-TBKJX,Yes,0.5419851939823578,Medium Risk
7228-PAQPD,No,0.11259831317149444,Low Risk
3177-LASXD,Yes,0.6118624521392622,Medium Risk
7746-QYVCO,No,0.08813964876545091,Low Risk
5804-HYIEZ,No,0.26917441773023537,Low Risk
9919-FZDED,No,0.024865842869665155,Low Risk
5934-TSSAU,No,0.3661867085913558,Low Risk
3486-KHMLI,No,0.0931922729002398,Low Risk
4897-QSUYC,No,0.2537448847363858,Low Risk
1084-UQCHV,No,0.4753909693609869,Medium Risk
8290-YWKHZ,Yes,0.7036224067004638,High Risk
2955-BJZHG,No,0.49934407423293364,Medium Risk
3806-DXQOM,No,0.47823175722055444,Medium Risk
6784-XYJAE,No,0.10572944780514526,Low Risk
3933-DQPWX,No,0.01515982805526167,Low Risk
6661-EIPZC,No,0.08025686010361967,Low Risk
8957-THMOA,No,0.004410660235307865,Low Risk
2251-PYLPB,No,0.007929021262259353,Low Risk
5555-RNPGT,No,0.1331255476314432,Low Risk
1057-FOGLZ,No,0.09765071060843954,Low Risk
9300-RENDD,Yes,0.7497522468530317,High Risk
0761-AETCS,No,0.2452256185140483,Low Risk
8087-LGYHQ,Yes,0.7422630978316811,High Risk
4137-BTIKL,Yes,0.5578499218378496,Medium Risk
2190-BCXEC,No,0.292577465365953,Low Risk
6227-FBDXH,No,0.1471557355402367,Low Risk
2153-MREFK,No,0.24505290263224286,Low Risk
2911-WDXMV,No,0.48000464711023283,Medium Risk
7206-PQBBZ,Yes,0.6690670704872067,Medium Risk
3106-ULWFW,Yes,0.6761410517793669,Medium Risk
0925-VYDLG,Yes,0.6682698727176215,Medium Risk
4547-FZJWE,No,0.02106062101971631,Low Risk
7422-WNBTY,Yes,0.5712888262101045,Medium Risk
0842-IWYCP,No,0.07563778429539816,Low Risk
3521-HTQTV,No,0.016979568363080108,Low Risk
3744-ZBHON,No,0.22560130074412515,Low Risk
3373-DIUUN,No,0.012947217235270514,Low Risk
8383-SGHJU,No,0.062240716665012435,Low Risk
7607-QKKTJ,No,0.19823182505348216,Low Risk
7707-PYBBH,No,0.06695052454830014,Low Risk
8984-HPEMB,No,0.07739618408699428,Low Risk
4349-GFQHK,No,0.491590675876995,Medium Risk
4139-DETXS,No,0.007808553236644101,Low Risk
9779-DPNEJ,Yes,0.549338502733145,Medium Risk
9805-FILKB,No,0.015562028319784243,Low Risk
5793-YOLJN,No,0.004017390178249501,Low Risk
0673-IGUQO,No,0.19236028989894516,Low Risk
4123-FCVCB,No,0.26927682488134896,Low Risk
8819-IMISP,No,0.49795738376422805,Medium Risk
7802-EFKNY,Yes,0.6163573156277332,Medium Risk
8311-UEUAB,No,0.033089298366403855,Low Risk
5858-EAFCZ,No,0.35574184879852067,Low Risk
8035-BUYVG,No,0.08845407543042304,Low Risk
1163-ONYEY,No,0.11768138934477179,Low Risk
9787-XVQIU,Yes,0.7606330935918363,High Risk
8945-MUQUF,No,0.20385307824995497,Low Risk
5656-MJEFC,No,0.019502821581739944,Low Risk
6082-OQFBA,No,0.03379532646435753,Low Risk
8051-HJRLT,Yes,0.7285288156058655,High Risk
8974-OVACP,No,0.18990350573662645,Low Risk
4010-YLMVT,No,0.28591650393169826,Low Risk
1379-FRVEB,Yes,0.6368147089366719,Medium Risk
8612-GXIDD,No,0.05185940084587827,Low Risk
6288-CHQJB,No,0.009064515509216239,Low Risk
8160-HOWOX,Yes,0.5617317668293133,Medium Risk
3023-GFLBR,No,0.34115070956850674,Low Risk
6648-INWPS,No,0.11780280858101792,Low Risk
4223-BKEOR,No,0.07485703537141837,Low Risk
4079-VTGLK,No,0.14393228719725962,Low Risk
1763-WQFUK,No,0.33262280531600696,Low Risk
1391-UBDAR,Yes,0.5420845043516053,Medium Risk
8894-JVDCV,No,0.11717019881720601,Low Risk
2023-VQFDL,No,0.13132232837955682,Low Risk
1345-GKDZZ,No,0.13354316041372039,Low Risk
2014-MKGMH,No,0.3995890823998395,Low Risk
5628-FCGYG,Yes,0.6828654552384925,Medium Risk
2560-WBWXF,No,0.005133373691678717,Low Risk
0248-IPDFW,Yes,0.5843364771333749,Medium Risk
7978-DKUQH,Yes,0.5049035751258637,Medium Risk
4335-UPJSI,No,0.016470711237698176,Low Risk
0524-IAVZO,Yes,0.6214817403516287,Medium Risk
2737-YNGYW,Yes,0.6606349914561225,Medium Risk
1784-EZDKJ,No,0.26806866957243586,Low Risk
9297-FVVDH,No,0.033922155627064354,Low Risk
8007-YYPWD,No,0.03801763261477565,Low Risk
7101-HRBLJ,No,0.009412819728134224,Low Risk
5159-YFPKQ,Yes,0.6830687697764191,Medium Risk
6635-CPNUN,No,0.4009224377840737,Medium Risk
4021-RQSNY,Yes,0.73329848018342,High Risk
5453-YBTWV,No,0.021369430552799783,Low Risk
5039-LZRQT,No,0.06238237203030441,Low Risk
2931-VUVJN,No,0.10945083305055717,Low Risk
9061-TIHDA,Yes,0.8052224765298128,High Risk
8699-ASUFO,Yes,0.6959711497881045,Medium Risk
6418-PIQSP,No,0.012783353520099038,Low Risk
8220-OCUFY,No,0.09690969311393506,Low Risk
3995-WFCSM,No,0.45301487167791277,Medium Risk
1895-QTKDO,No,0.330014636473605,Low Risk
2038-OEQZH,Yes,0.6376160856817209,Medium Risk
1178-PZGAB,No,0.04333831174905084,Low Risk
7927-AUXBZ,No,0.35944051741802086,Low Risk
2626-VEEWG,No,0.00305731770851877,Low Risk
2878-RMWXY,No,0.05749355875044869,Low Risk
1657-DYMBM,No,0.005113293198201679,Low Risk
7311-MQJCH,No,0.117249533240017,Low Risk
7375-WMVMT,No,0.041561122265105395,Low Risk
1136-XGEQU,No,0.06568532378738183,Low Risk
2530-FMFXO,No,0.14286167161737867,Low Risk
6844-DZKRF,No,0.32070395751519726,Low Risk
4695-WJZUE,Yes,0.8125737205134117,High Risk
7619-ODSGN,No,0.18178314356508,Low Risk
5970-GHJAW,No,0.005518383139976515,Low Risk
8879-XUAHX,No,0.08559774857208476,Low Risk
3689-MOZGR,No,0.26848442066471334,Low Risk
4195-PNGZS,No,0.0028821353181362084,Low Risk
5003-XZWWO,No,0.016420966238166527,Low Risk
3988-RQIXO,Yes,0.8047513940535203,High Risk
7622-FWGEW,No,0.022179127573161445,Low Risk
6922-NCEDI,No,0.010639587904787735,Low Risk
2514-GINMM,Yes,0.7513870332320964,High Risk
9891-NQDBD,No,0.04374036411812459,Low Risk
6131-IUNXN,No,0.07656528084267566,Low Risk
8548-AWOFC,No,0.07899488059645846,Low Risk
9798-DRYDS,No,0.1294526974740676,Low Risk
8532-UEFWH,No,0.006592751992459298,Low Risk
6296-DDOOR,No,0.16364672855092954,Low Risk
7951-VRDVK,No,0.04320881721251497,Low Risk
5931-FLJJF,Yes,0.6258361372122958,Medium Risk
4815-YOSUK,No,0.05557724804171454,Low Risk
2659-VXMWZ,No,0.16650537439705754,Low Risk
0380-NEAVX,No,0.40595970224000855,Medium Risk
3207-OYBWH,No,0.3387871821971839,Low Risk
4285-GYRQC,Yes,0.6990452407248545,Medium Risk
7216-EWTRS,Yes,0.844837007554034,High Risk
4365-MSDYN,No,0.1940051804452324,Low Risk
7036-TYDEC,No,0.08373379495237927,Low Risk
5802-ADBRC,No,0.23831387230128365,Low Risk
8076-FEZKJ,No,0.07363248427435505,Low Risk
5197-YPYBZ,No,0.034431065272971344,Low Risk
8337-MSSXB,Yes,0.6139689134602381,Medium Risk
4312-GVYNH,No,0.011343081982781016,Low Risk
8495-LJDFO,No,0.25932299162297323,Low Risk
0839-JTCUD,No,0.010779052113085157,Low Risk
5494-WOZRZ,No,0.0105477543861852,Low Risk
1302-UHBDD,Yes,0.619257003051348,Medium Risk
2234-EOFPT,No,0.011363339254488585,Low Risk
8619-IJNDK,No,0.0029344881758746237,Low Risk
8378-LKJAF,No,0.48592210599716495,Medium Risk
8182-BJDSI,Yes,0.5986043196575702,Medium Risk
2528-HFYZX,Yes,0.5711486339472036,Medium Risk
1153-GNOLC,No,0.2070716584537458,Low Risk
3298-QEICA,No,0.03360461215209752,Low Risk
0788-DXBFY,No,0.013349926310051392,Low Risk
3597-YASZG,No,0.08594538402261807,Low Risk
3496-LFSZU,Yes,0.6017398281680356,Medium Risk
5242-UOWHD,No,0.006477827102597008,Low Risk
2482-CZGBB,Yes,0.6392030661855456,Medium Risk
6479-SZPLM,No,0.009032834517111673,Low Risk
8097-VBQTZ,No,0.057217339949664894,Low Risk
4500-HKANN,No,0.037919397267478706,Low Risk
9917-KWRBE,No,0.05893985011107371,Low Risk
3420-ZDBMA,Yes,0.633528973852575,Medium Risk
2212-LYASK,No,0.14959907215266974,Low Risk
1393-IMKZG,Yes,0.712162550833715,High Risk
8069-RHUXK,No,0.004832991635939487,Low Risk
3398-GCPMU,No,0.014953022766308124,Low Risk
2908-WGAXL,No,0.007193999403498952,Low Risk
3378-AJRAO,No,0.02411507732944365,Low Risk
1013-QCWAM,No,0.44478401423444125,Medium Risk
0866-QLSIR,No,0.05472023291469868,Low Risk
6050-FFXES,No,0.06105581923181134,Low Risk
7181-BQYBV,Yes,0.7248444934387606,High Risk
0362-RAOQO,No,0.008939792116654646,Low Risk
9554-DFKIC,No,0.1469526287428805,Low Risk
5527-ACHSO,No,0.2890166863843109,Low Risk
0829-DDVLK,No,0.051866753415085225,Low Risk
1399-UBQIU,Yes,0.5335164193853777,Medium Risk
1813-JLKWR,No,0.004778441549575256,Low Risk
0336-PIKEI,No,0.006392095425663025,Low Risk
7322-OCWHC,No,0.030300462773759137,Low Risk
9537-VHDTA,No,0.21483595867649585,Low Risk
4957-TIALW,No,0.04007060876450106,Low Risk
2054-PJOCK,No,0.04635732224359861,Low Risk
9150-HEPMB,No,0.020968132718520174,Low Risk
9030-QGZNL,No,0.04113504187485722,Low Risk
6204-IEUXJ,No,0.39751281549677814,Low Risk
3126-WQMGH,No,0.1242934728717162,Low Risk
4529-CKBCL,Yes,0.7378904725242846,High Risk
2506-CLAKW,No,0.3932652154272051,Low Risk
7176-WRTNX,No,0.05230110725034962,Low Risk
1583-IHQZE,Yes,0.5946384269429656,Medium Risk
5732-IKGQH,No,0.14477841628729535,Low Risk
9239-GZHZE,No,0.05184651528576096,Low Risk
7205-BAIAD,No,0.013027208527335209,Low Risk
0151-ONTOV,Yes,0.5384183453864281,Medium Risk
4140-MUHUG,Yes,0.7453335428539865,High Risk
0093-EXYQL,Yes,0.5641195905107161,Medium Risk
8064-RAVOH,No,0.454902160852344,Medium Risk
0219-QAERP,No,0.02761928777390352,Low Risk
0320-JDNQG,No,0.4303987767114337,Medium Risk
7180-PISOG,Yes,0.7250302424997359,High Risk
9168-INPSZ,No,0.45326280364596083,Medium Risk
3571-RFHAR,No,0.34572875174734824,Low Risk
0015-UOCOJ,No,0.39475419363345643,Low Risk
5334-AFQJB,No,0.004940733103436032,Low Risk
2754-SDJRD,Yes,0.683713445799811,Medium Risk
9578-VRMNM,No,0.39473215639448617,Low Risk
1587-FKLZB,No,0.3456156143342341,Low Risk
6140-QNRQQ,Yes,0.630642864940004,Medium Risk
8963-JLGJT,No,0.200118810391856,Low Risk
4307-KTUMW,No,0.2871650230589118,Low Risk
1465-LNTLJ,No,0.3576088193036071,Low Risk
5440-FLBQG,No,0.08966198437778745,Low Risk
2135-DQWAQ,Yes,0.6117337228302955,Medium Risk
4056-QHXHZ,No,0.034755834599184396,Low Risk
7470-MCQTK,Yes,0.5515713098299607,Medium Risk
7488-MXJIV,Yes,0.7774691312189244,High Risk
7401-JIXNM,No,0.015271234000968942,Low Risk
9339-FIIJL,No,0.016235458107767036,Low Risk
2027-FECZV,Yes,0.743167184405591,High Risk
2672-DZUOY,Yes,0.6540618145987152,Medium Risk
4706-DGAHW,No,0.4615897487691342,Medium Risk
3870-MQAMG,No,0.19434709574742354,Low Risk
6670-MFRPK,No,0.04483772873156633,Low Risk
6177-PEVRA,No,0.010978115101066084,Low Risk
4800-CZMPC,No,0.17546827767229914,Low Risk
4813-HQMGZ,Yes,0.6897495331627682,Medium Risk
7579-KKLOE,No,0.015405130618510843,Low Risk
7377-DMMRI,No,0.4146466272281657,Medium Risk
8402-EIVQS,No,0.09843576875756517,Low Risk
4947-DSMXK,No,0.4939721927582302,Medium Risk
7245-NIIWQ,Yes,0.6866201537082585,Medium Risk
